FNDDTL_FUND_DETAIL_KEY,FNDDTL_FUND_DETAIL_CODE,FNDDTL_FUND_DETAIL_NAME,FND_FUND_CODE,FND_FUND_NAME
5508,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5509,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5510,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5511,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5512,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5513,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5514,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5515,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5516,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5517,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5518,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5519,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5520,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5521,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5522,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5523,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5524,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5525,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5526,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5527,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5528,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5529,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5530,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5531,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5532,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5533,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5534,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5535,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5536,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5537,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5538,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5539,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5540,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5541,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5542,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5543,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5544,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5545,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5546,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5547,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5548,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5549,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5550,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5551,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5552,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5553,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5554,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5555,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5556,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5557,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5558,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5559,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5560,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5561,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5562,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5563,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5564,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5565,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5566,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5567,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5568,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5569,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5570,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5571,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5572,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5573,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5574,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5575,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5576,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5577,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5578,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5579,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5580,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5581,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5582,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5583,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5584,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5585,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5586,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5587,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5588,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5589,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5590,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5591,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5592,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5593,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5594,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5595,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5596,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5597,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5598,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5599,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5600,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5601,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5602,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5603,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5604,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5605,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5606,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5607,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5608,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5609,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5610,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5611,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5612,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5613,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5614,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5615,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5616,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5617,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5618,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5619,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5620,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5621,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5622,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5623,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5624,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5625,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5626,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5627,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5628,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5629,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5630,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5631,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5632,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5633,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5634,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5635,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5636,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5637,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5638,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5639,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5640,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5641,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5642,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5643,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5644,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5645,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5646,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5647,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5648,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5649,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5650,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5651,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5652,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5653,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5654,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5655,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5656,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5657,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5658,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5659,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5660,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5661,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5662,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5663,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5664,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5665,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5666,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5667,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5668,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5669,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5670,5500,ENTERPRISE FEDERAL MATCH,55,ENTERPRISE FEDERAL MATCH
5671,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5672,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5673,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5674,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5675,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5676,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5677,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5678,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5679,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5680,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5681,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5682,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5683,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5684,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5685,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5686,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5687,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5688,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5689,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5690,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5691,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5692,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5693,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5694,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5695,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5696,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5697,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5698,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5699,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5700,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5701,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5702,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5703,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5704,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5705,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5706,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5707,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5708,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5709,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5710,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5711,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5712,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5713,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5714,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5715,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5716,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5717,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5718,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5719,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5720,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5721,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5722,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5723,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5724,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5725,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5726,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5727,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5728,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5729,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5730,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5731,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5732,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5733,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5734,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5735,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5736,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5737,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5738,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5739,6600,INTERNAL SERVICE FEDERAL MATCH,66,INTERNAL SERVICE FEDERAL MATCH
5740,0236,DRUG INVESTIGATION TRUST ACCOUNT - FEDERAL,02,SPECIAL REVENUE
5741,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5742,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5743,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5744,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5745,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5746,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5747,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5748,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5749,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5750,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5751,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5752,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5753,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5754,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5755,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5756,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5757,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5758,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5759,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5760,9900,DEDICATED SPECIAL REVENUE FEDERAL MATCH,99,DEDICATED SPECIAL REVENUE FEDERAL MATCH
5761,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5762,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5763,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5764,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5765,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5766,8800,DEBT SERVICE FEDERAL MATCH,88,DEBT SERVICE FEDERAL MATCH
5767,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5768,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
5769,7700,TRUST AND AGENCY FEDERAL MATCH,77,TRUST AND AGENCY FEDERAL MATCH
