SRC_SOURCE_KEY,SRCCLS_SOURCE_CLASS_CODE,SRCCLS_SOURCE_CLASS_NAME,SRC_SOURCE_CODE,,SRC_SOURCE_NAME
1629,16,FEDERAL GRANTS AND CONTRACTS,16540,,JUVENILE JUSTICE & DELINQ PREV-ALLOC TO STATES
1671,16,FEDERAL GRANTS AND CONTRACTS,16726,,JUVENILE MENTORING PROGRAM
1679,17,FEDERAL GRANTS AND CONTRACTS,17203,,LABOR CERTIFICATION FOR ALIEN WORKERS
1707,17,FEDERAL GRANTS AND CONTRACTS,17250,,JOB TRAINING PARTNERSHIP ACT
1715,17,FEDERAL GRANTS AND CONTRACTS,17263,,YOUTH OPPORTUNITIES GRANT
1743,17,FEDERAL GRANTS AND CONTRACTS,17801,,DISABLED VETERANS OUTREACH PROGRAM
42,84,FEDERAL GRANTS AND CONTRACTS,84352,,"SCHOOL RENOVATION, IDEA AND TECHNOLOGY PROGRAM"
53,84,FEDERAL GRANTS AND CONTRACTS,84902,,NATIONAL ASSESSMENT EDUCATIONAL PROGRAM
141,93,FEDERAL GRANTS AND CONTRACTS,93041,,PGM PREVENTION ELDER ABUSE/NEGLECT/EXPLOITATION
183,93,FEDERAL GRANTS AND CONTRACTS,93052,,NATIONAL FAMILY CAREGIVER SUPPORT PROGRAM
194,93,FEDERAL GRANTS AND CONTRACTS,93108,,HEALTH EDUCATION ASSISTANCE LOANS
236,93,FEDERAL GRANTS AND CONTRACTS,93121,,ORAL DISEASES AND DISORDERS RESEARCH
327,93,FEDERAL GRANTS AND CONTRACTS,93136,,INJURY PREVENTION/CONTROL RESEARCH/GRANTS PROJECTS
401,93,FEDERAL GRANTS AND CONTRACTS,93153,,SERVICES/ACCESS RESEARCH WOMEN/INFANT/CHILDREN
443,93,FEDERAL GRANTS AND CONTRACTS,93184,,DISABILITIES PREVENTION
491,93,FEDERAL GRANTS AND CONTRACTS,93226,,RESEARCH ON HEALTHCARE COSTS/QUALITY/OUTCOMES
567,93,FEDERAL GRANTS AND CONTRACTS,93244,,MENTAL HLTH CLINICAL OR SERVICE RELATED TRNG GRANT
609,93,FEDERAL GRANTS AND CONTRACTS,93263,,OCCUPATIONAL SAFETY & HEALTH TRAINING GRANTS
683,93,FEDERAL GRANTS AND CONTRACTS,93279,,DRUG ABUSE RESEARCH PROGRAMS
780,93,FEDERAL GRANTS AND CONTRACTS,93309,,BIOINFORMATICS/COMPUTATIONAL BIOLOGY RESEARCH
814,93,FEDERAL GRANTS AND CONTRACTS,93389,,RESEARCH INFRASTRUCTURE
853,93,FEDERAL GRANTS AND CONTRACTS,93398,,CANCER RESEARCH MANPOWER
904,93,FEDERAL GRANTS AND CONTRACTS,93568,,LOW-INCOME HOME ENERGY ASSISTANCE
37,84,FEDERAL GRANTS AND CONTRACTS,84011,,MIGRANT ED BASIC STATE FORMULA GRANT PROGRAM
90,84,FEDERAL GRANTS AND CONTRACTS,84032,,FEDERAL FAMILY EDUCATION LOANS
130,84,FEDERAL GRANTS AND CONTRACTS,84063,,FEDERAL PELL GRANT PROGRAM
166,84,FEDERAL GRANTS AND CONTRACTS,84126,,REHAB SERVICES-VOCATIONAL REHAB OF ST GRANTS
254,84,FEDERAL GRANTS AND CONTRACTS,84154,,PUB LIBRARY CONSTRUCTION & TECHNOLOGY ENHANCEMENT
408,84,FEDERAL GRANTS AND CONTRACTS,84173,,SPECIAL EDUCATION-PRESCHOOL GRANTS
473,84,FEDERAL GRANTS AND CONTRACTS,84190,,CHRISTA MCAULIFFE FELLOWSHIPS
518,84,FEDERAL GRANTS AND CONTRACTS,84215,,FUND FOR THE IMPROVEMENT OF EDUCATION
591,84,FEDERAL GRANTS AND CONTRACTS,84257,,NATIONAL INSTITUTE FOR LITERACY
653,84,FEDERAL GRANTS AND CONTRACTS,84298,,INNOVATIVE EDUCATION PROGRAM STRATEGIES
692,84,FEDERAL GRANTS AND CONTRACTS,84324,,SPEC ED-IMPROVE SRVS/RESULTS CHILDREN W/DISABILITY
731,84,FEDERAL GRANTS AND CONTRACTS,84334,,GAINING EARLY AWARENESS/READINESS UNDERGRAD PGM
788,84,FEDERAL GRANTS AND CONTRACTS,84343,,ASSISTIVE TECH-STATE GRANTS PROTECTION/ADVOCACY
873,02,RIGHTS AND PRIVILEGES,02307,,CORP REGISTERED OFFICE & AGENT FEES
964,02,RIGHTS AND PRIVILEGES,02349,,LIMITED PARTNERSHIP REINSTATEMENT
975,02,RIGHTS AND PRIVILEGES,02357,,NEW APPLICATIONS LIMITED LIABILITY PARTNERSHIPS
1048,02,RIGHTS AND PRIVILEGES,02401,,REGULATORY BOARD APPLICATION FEES
162,02,RIGHTS AND PRIVILEGES,02701,,OIL DISCHARGE CONTINGENCY PLAN ADMINISTRATIVE FEES
199,02,RIGHTS AND PRIVILEGES,02709,,VEHICLE REGISTRATION WITHHOLDING FEES
322,02,RIGHTS AND PRIVILEGES,02717,,WATER ANNUAL PERMIT FEE
333,02,RIGHTS AND PRIVILEGES,02725,,COLLEGE SAVINGS SYSTEM - PROGRAMMING FEE
369,03,SALES OF PROPERTY AND COMMODITIES,03002,,STATE PUBLICATIONS SALES
428,03,SALES OF PROPERTY AND COMMODITIES,03013,,SALES OF LAND AND BUILDINGS
507,03,SALES OF PROPERTY AND COMMODITIES,03023,,RECOVERY OF SERVICE CHARGES CENTRAL TELEPHONE SYS
558,03,SALES OF PROPERTY AND COMMODITIES,03041,,LOTTERY SUBSCRIPTIONS REVENUE
634,03,SALES OF PROPERTY AND COMMODITIES,03310,,VPEP - SCHOLARSHIP REFUNDS FEE
670,03,SALES OF PROPERTY AND COMMODITIES,03331,,VEST - APPLICATION FEE
706,03,SALES OF PROPERTY AND COMMODITIES,03340,,VEST - EXPEDITED DISTRIBUTION FEE
745,04,"DONATIONS, RECEIPTS AND TRANSFERS",04007,,PRIVATE DONATIONS - STATE TAX CHECKOFF
784,04,"DONATIONS, RECEIPTS AND TRANSFERS",04207,,RECEIPTS-CAPITAL OUTLAY PROJ LOCAL GOV & PRIVATE
823,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05002,,ASSESSMENTS TO INS COMPANIES FOR MAINT OF BUR OF I
891,02,RIGHTS AND PRIVILEGES,02528,,STATE PARK AQUA PACKAGE FEES
1012,02,RIGHTS AND PRIVILEGES,02537,,HONOR PARKING
1246,02,RIGHTS AND PRIVILEGES,02549,,FOOD PRODUCTS - REDUCED TAX RATE ITEMS
18,19,FEDERAL GRANTS AND CONTRACTS,19300,,"RUSSIAN,EURASIAN&EAST EUROPEAN RESEARCH&TRAINING"
26,20,FEDERAL GRANTS AND CONTRACTS,20005,,BOATING SAFETY FINANCIAL ASSISTANCE
34,20,FEDERAL GRANTS AND CONTRACTS,20219,,NATIONAL RECREATIONAL TRAILS PROGRAM
102,20,FEDERAL GRANTS AND CONTRACTS,20512,,FEDERAL TRANSIT TECHNICAL ASSISTANCE
113,20,FEDERAL GRANTS AND CONTRACTS,20604,,SAFETY INCENTIVE GRANTS FOR USE OF SEATBELTS
149,23,FEDERAL GRANTS AND CONTRACTS,23000,,OTHER ASSIST - APPALACHIAN REGIONAL COMMISSION
185,42,FEDERAL GRANTS AND CONTRACTS,42000,,OTHER ASSIST - LIBRARY OF CONGRESS
233,45,FEDERAL GRANTS AND CONTRACTS,45025,,PROMOTION OF THE ARTS-PARTNERSHIP AGREEMENTS
270,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05031,,S & L RELOCATION INVESTIGATION FEES
303,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05039,,MONEY ORDER SELLER LICENSE FEES
351,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05047,,VIRGINIA STATE POLICE-INSURANCE FRAUD ASSESSMENT
396,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05055,,MORTGAGE LENDER LICENSE APPLICATION
463,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05063,,NEW OR RELOCATION-MORTGAGE OFFICE FEES
512,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05071,,"INSURANCE FD PREMIUMS - CITIES, COUNTIES AND TOWNS"
548,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05100,,HEALTH CARE PREMIUMS
599,06,INSTITUTIONAL REVENUE,06005,,HIGHER EDU SALES & SERVICES OF EDU ACTIVITIES
673,06,INSTITUTIONAL REVENUE,06013,,"HIGHER EDU TUITION & FEES FR MED, DENT & VET MED"
796,06,INSTITUTIONAL REVENUE,06025,,UNIQUE MILITARY
838,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08112,,PROCESSING FEES
126,66,FEDERAL GRANTS AND CONTRACTS,66438,,CONSTRUCTION MANAGEMENT ASSISTANCE
250,66,FEDERAL GRANTS AND CONTRACTS,66467,,WASTEWATER OPERATOR TRAINING GRANT PGM
298,66,FEDERAL GRANTS AND CONTRACTS,66509,,SCIENCE TO ACHIEVE RESULTS (STAR) PROGRAM
499,66,FEDERAL GRANTS AND CONTRACTS,66608,,ONE STOP REPORTING GRANT PROGRAM
618,66,FEDERAL GRANTS AND CONTRACTS,66714,,PESTICIDE ENVIRONMENTAL STEWARDSHIP REG GRNT
728,66,FEDERAL GRANTS AND CONTRACTS,66809,,SUPERFUND STATE CORE PGM COOPERATIVE AGREEMENTS
816,81,FEDERAL GRANTS AND CONTRACTS,81000,,OTHER ASSIST - US DEPT OF ENERGY
946,81,FEDERAL GRANTS AND CONTRACTS,81065,,NUCLEAR WASTE DISPOSAL SITING
957,81,FEDERAL GRANTS AND CONTRACTS,81118,,SOLAR ENERGY PARTNERSHIP SUPPORT/BARRIER ELIMINATN
1007,83,FEDERAL GRANTS AND CONTRACTS,83100,,FLOOD INSURANCE
1018,83,FEDERAL GRANTS AND CONTRACTS,83538,,CORA BROWN FUND
1140,83,FEDERAL GRANTS AND CONTRACTS,83548,,HAZARD MITIGATION GRANT
1228,84,FEDERAL GRANTS AND CONTRACTS,84000,,OTHER ASSIST - US DEPT OF EDUCATION
1342,15,FEDERAL GRANTS AND CONTRACTS,15000,,OTHER ASSIST - US DEPT OF THE INTERIOR
1350,15,FEDERAL GRANTS AND CONTRACTS,15608,,FISH AND WILDLIFE MANAGEMENT ASSISTANCE
1358,15,FEDERAL GRANTS AND CONTRACTS,15622,,SPORTFISHING AND BOATING SAFETY ACT
1466,15,FEDERAL GRANTS AND CONTRACTS,15807,,EARTHQUAKE HAZARDS REDUCTION PROGRAM
52,01,TAXES,01003,,CAR LINE COMPANIES
122,01,TAXES,01015,,OMITTED & RESULT OF AUDIT ON CAPITAL N/O TAXED
170,01,TAXES,01035,,RECORDATION FEE - OPEN SPACE PRESERVATION
206,01,TAXES,01043,,VENDING MACHINE SALES TAX
220,01,TAXES,01051,,CORN EXCISE TAX
343,01,TAXES,01060,,UNEMPLOYMENT COMPENSATION PAYROLL TAX
354,01,TAXES,01068,,EGG PROMOTION TAX
440,01,TAXES,01079,,ROAD USE TAX
552,01,TAXES,01087,,UNAPPLIED SALES TAX RECEIPTS
632,01,TAXES,01095,,RECLAMATION TAX
712,01,TAXES,01109,,INDIVIDUAL FIDUCIARY INCOME TAX - 1999
792,01,TAXES,01120,,INDIVIDUAL INCOME TAX
832,02,RIGHTS AND PRIVILEGES,02103,,MARRIAGE LICENSES
924,02,RIGHTS AND PRIVILEGES,02111,,HEALTH MAINTENANCE ORGANIZATION LICENSE FEE
983,02,RIGHTS AND PRIVILEGES,02119,,WELL PERMIT FEES - STATE SHARE
1105,09,OTHER REVENUE,09071,,RECOVERY OF STATEWIDE INDIRECT COST GRANT/CONT AD
1113,09,OTHER REVENUE,09406,,ENHANCED COURT COLLECTION FEES
1201,10,FEDERAL GRANTS AND CONTRACTS,10025,,"PLANT & ANIMAL DISEASE, PEST CONTROL & ANIMAL CARE"
1209,10,FEDERAL GRANTS AND CONTRACTS,10163,,MARKET PROTECTION AND PROMOTION
1217,10,FEDERAL GRANTS AND CONTRACTS,10174,,MISCELLANEOUS/NON-RECURRING REVENUES
1425,10,FEDERAL GRANTS AND CONTRACTS,10182,,INTEGRATED TRAINING AREA MANAGEMENT
913,93,FEDERAL GRANTS AND CONTRACTS,93586,,STATE COURT IMPROVEMENT PROGRAM
992,93,FEDERAL GRANTS AND CONTRACTS,93617,,ELECTION ASSISTANCE-INDIVIDUALS WITH DISABILITIES
1000,93,FEDERAL GRANTS AND CONTRACTS,93652,,ADOPTION OPPORTUNITIES
1088,93,FEDERAL GRANTS AND CONTRACTS,93699,,COMMUNITY BASED FAMILY RESOURCE PROGRAM
1096,93,FEDERAL GRANTS AND CONTRACTS,93822,,HEALTH CAREERS OPPORTUNITY PROGRAM
1193,93,FEDERAL GRANTS AND CONTRACTS,93849,,"KIDNEY DISEASES, UROLOGY & HEMATOLOGY RESEARCH"
1281,93,FEDERAL GRANTS AND CONTRACTS,93866,,AGING RESEARCH
1289,93,FEDERAL GRANTS AND CONTRACTS,93896,,PREDOCTORAL TRAINING IN PRIMARY CARE
1057,02,RIGHTS AND PRIVILEGES,02410,,PRIVATE SECURITY FIRM REGULATORY FEES
1165,02,RIGHTS AND PRIVILEGES,02418,,FAIR HOUSING REGULATORY FEES
1612,10,FEDERAL GRANTS AND CONTRACTS,10564,,NUTRITION EDUCATION & TRAINING PROGRAM
1620,10,FEDERAL GRANTS AND CONTRACTS,10664,,COOPERATIVE FORESTRY ASSISTANCE
1062,96,FEDERAL GRANTS AND CONTRACTS,96001,,SOCIAL SECURITY-DISABILITY INSURANCE
1070,97,FEDERAL GRANTS AND CONTRACTS,97008,,URBAN AREAS SECURITY INITIATIVE
1078,97,FEDERAL GRANTS AND CONTRACTS,97039,,HAZARD MITIGATION GRANT
1186,97,FEDERAL GRANTS AND CONTRACTS,97063,,PRE-DISASTER MITIGATION DISASTER RESISTANT UNIV
1512,10,FEDERAL GRANTS AND CONTRACTS,10773,,RURAL BUSINESS OPPORTUNITY GRANTS
1520,10,FEDERAL GRANTS AND CONTRACTS,10904,,WATERSHED PROTECTION AND FLOOD PREVENTION
1588,11,FEDERAL GRANTS AND CONTRACTS,11000,,OTHER ASSIST - US DEPT OF COMMERCE
1596,11,FEDERAL GRANTS AND CONTRACTS,11405,,ANADROMOUS FISH CONSERVATION ACT PGM
1684,11,FEDERAL GRANTS AND CONTRACTS,11430,,UNDERSEA RESEARCH
1692,11,FEDERAL GRANTS AND CONTRACTS,11454,,UNALLIED MANAGEMENT PROJECTS
1700,11,FEDERAL GRANTS AND CONTRACTS,11474,,ATLANTIC COASTAL FISHERIES COOPERATIVE MGMT ACT
1728,12,FEDERAL GRANTS AND CONTRACTS,12002,,PROCUREMENT TECHNICAL ASSIST FOR BUSINESS FIRMS
1736,12,FEDERAL GRANTS AND CONTRACTS,12114,,COLLABORATIVE RESEARCH AND DEVELOPMENT
1750,12,FEDERAL GRANTS AND CONTRACTS,12610,,JOINT LAND USE STUDIES
1758,14,FEDERAL GRANTS AND CONTRACTS,14157,,SUPPORTIVE HOUSING FOR THE ELDERLY
1766,14,FEDERAL GRANTS AND CONTRACTS,14237,,HISTORICALLY BLACK COLLEGES AND UNIVERSITIES PGM
1774,14,FEDERAL GRANTS AND CONTRACTS,14512,,COMMUNITY DEVELOPMENT WORK-STUDY PROGRAM
1473,15,FEDERAL GRANTS AND CONTRACTS,15912,,NATIONAL HISTORIC LANDMARK
1559,16,FEDERAL GRANTS AND CONTRACTS,16007,,STATE DOMESTIC PREPAREDNESS EQUIPMENT SUPPORT PGM
1627,16,FEDERAL GRANTS AND CONTRACTS,16525,,GRNT-REDUCE VIOLENT CRIMES AGAINST WOMEN ON CAMPUS
1635,16,FEDERAL GRANTS AND CONTRACTS,16575,,CRIME VICTIM ASSISTANCE
1669,16,FEDERAL GRANTS AND CONTRACTS,16607,,BULLETPROOF VEST PARTNERSHIP
1677,17,FEDERAL GRANTS AND CONTRACTS,17150,,PENSION AND WELFARE BENEFITS ADMINISTRATION
1705,17,FEDERAL GRANTS AND CONTRACTS,17248,,EMPLOYMENT AND TRAINING EVALUATION PROJECTS
1713,17,FEDERAL GRANTS AND CONTRACTS,17260,,WIA DISLOCATED WORKERS
1741,17,FEDERAL GRANTS AND CONTRACTS,17601,,MINE HEALTH & SAFETY COUNSELING AND TECHNICAL ASST
2,17,FEDERAL GRANTS AND CONTRACTS,17807,,TRANSITION ASSISTANCE PROGRAM
24,20,FEDERAL GRANTS AND CONTRACTS,20000,,OTHER ASSIST - US DEPT OF TRANSPORTATION
32,20,FEDERAL GRANTS AND CONTRACTS,20215,,HIGHWAY TRAINING AND EDUCATION
75,20,FEDERAL GRANTS AND CONTRACTS,20507,,FEDERAL TRANSIT-FORMULA GRANTS
111,20,FEDERAL GRANTS AND CONTRACTS,20601,,ALCOHOL TRAFFIC SAFETY & DRUNK DRIVING PREVENTION
147,20,FEDERAL GRANTS AND CONTRACTS,20907,,ENTREPRENEURIAL TRAINING & TECHNICAL ASSIST PGM
158,39,FEDERAL GRANTS AND CONTRACTS,39000,,OTHER ASSIST - GENERAL SERVICES ADMINISTRATION
225,45,FEDERAL GRANTS AND CONTRACTS,45012,,PROMOTION OF THE ARTS-MUSEUMS
304,45,FEDERAL GRANTS AND CONTRACTS,45162,,PROMOTION OF HUMANITIES-EDUCATION DEVELOP/DEMONSTR
358,47,FEDERAL GRANTS AND CONTRACTS,47000,,OTHER ASSIST - NATIONAL SCIENCE FOUNDATION
400,47,FEDERAL GRANTS AND CONTRACTS,47074,,BIOLOGICAL SCIENCES
482,59,FEDERAL GRANTS AND CONTRACTS,59007,,MANAGEMENT AND TECHNICAL ASSISTANCE
524,64,FEDERAL GRANTS AND CONTRACTS,64010,,VETERANS NURSING HOME CARE
701,06,INSTITUTIONAL REVENUE,06111,,OTHER EDUC FOOD SERVICE BOARD
715,06,INSTITUTIONAL REVENUE,06160,,"OTHER EDU, MISCELLANEOUS REVENUE"
771,06,INSTITUTIONAL REVENUE,06248,,MEDICAL HOSP HOSPITAL SERVICES MEDICARE BENEFICIAR
850,06,INSTITUTIONAL REVENUE,06412,,"MENTAL HOSPITALS, RENTAL OF QUARTERS"
14,02,RIGHTS AND PRIVILEGES,02123,,CHAUFFEURS & MOTOR VEHICLE OPERATORS PERMITS
118,02,RIGHTS AND PRIVILEGES,02131,,INSURANCE PREMIUM FINANCE COMPANIES LICENSES
249,02,RIGHTS AND PRIVILEGES,02139,,BROKERS-DEALERS AGENTS  & SECURITIES REG FEES
288,02,RIGHTS AND PRIVILEGES,02147,,MOTOR VEHICLE DEALERS LICENSES
404,02,RIGHTS AND PRIVILEGES,02163,,NATIONAL FOREST PERMITS
444,02,RIGHTS AND PRIVILEGES,02171,,MILEAGE PERMIT FEES
455,02,RIGHTS AND PRIVILEGES,02179,,SURFACE DISTURBANCE COAL HANDLING PERMIT
522,02,RIGHTS AND PRIVILEGES,02187,,ABC LICENSES APPLICATION FEES
564,02,RIGHTS AND PRIVILEGES,02195,,VEHICLE TRANSFER FEES
575,02,RIGHTS AND PRIVILEGES,02203,,GRAIN DEALERS LICENSE-BRANCH
611,02,RIGHTS AND PRIVILEGES,02211,,REGISTRATION OF HORTICULTURAL GROWING MEDIA
647,02,RIGHTS AND PRIVILEGES,02219,,REGISTRATION FEE FOR OPERATOR SERVICE PROVIDERS
699,02,RIGHTS AND PRIVILEGES,02227,,SUMMER CAMP-ENVIRONMENTAL HEALTH PERMIT FEE
810,93,FEDERAL GRANTS AND CONTRACTS,93926,,HEALTHY START INITIATIVE
867,93,FEDERAL GRANTS AND CONTRACTS,93945,,ASSIST PGM-CHRONIC DISEASE PREVENTION & CONTROL
923,93,FEDERAL GRANTS AND CONTRACTS,93977,,PREV HEALTH SVS-SEXUALLY TRANSM DIS CNTL GRANTS
934,93,FEDERAL GRANTS AND CONTRACTS,93995,,ADOLESCENT FAMILY LIFE - DEMONSTRATION PROJECTS
10,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05004,,"ASSESSMENTS TO CITIES, COUNTIES TOWNS FOR AUDIT"
71,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05012,,REINSURANCE INTERMEDIARY BROKERS FEE
119,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05020,,NEW BANK INVESTIGATION FEES
264,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05028,,S & L ASSESSMENT FEES
920,02,RIGHTS AND PRIVILEGES,02348,,LIMITED LIABILITY PARTNERSHIP REINSTATEMENT
974,02,RIGHTS AND PRIVILEGES,02356,,"AMENDMENTS,CANCELLATIONS,CORRECTIONS-LIMITED LIAB"
1047,02,RIGHTS AND PRIVILEGES,02364,,LIMITED LIABILITY COMPANY REINSTATEMENT/RE-ENTRY
161,02,RIGHTS AND PRIVILEGES,02700,,FEES FOR ADMINISTRATIVE SERVICES
175,02,RIGHTS AND PRIVILEGES,02708,,ABOVEGROUND TANK (AST) REGISTRATION FEE
321,02,RIGHTS AND PRIVILEGES,02716,,HAZARDOUS LIQUID PIPELINE INSPECTION FEE
332,02,RIGHTS AND PRIVILEGES,02724,,COLLEGE SAVINGS SYSTEM - ADMINISTRATIVE FEE
368,03,SALES OF PROPERTY AND COMMODITIES,03001,,REIMBURSEMENT FOR AUDIT COSTS
427,03,SALES OF PROPERTY AND COMMODITIES,03011,,SALES OF BUILDING
503,03,SALES OF PROPERTY AND COMMODITIES,03022,,REIMBURSEMENT FOR FEDERAL AUDIT COSTS
557,03,SALES OF PROPERTY AND COMMODITIES,03040,,LOTTERY REVENUES
633,03,SALES OF PROPERTY AND COMMODITIES,03306,,VPEP - OUT OF STATE SCHOOL FEE
666,03,SALES OF PROPERTY AND COMMODITIES,03325,,VPEP - CHANGE OF PURCHASER FEE
705,03,SALES OF PROPERTY AND COMMODITIES,03339,,WEB APPLICATION FEE - SUSPENSE
744,04,"DONATIONS, RECEIPTS AND TRANSFERS",04006,,DONATIONS TO VA MOTOR VEHICLE SCRAPAGE PROGRAM
758,04,"DONATIONS, RECEIPTS AND TRANSFERS",04206,,REIMBURSEMENT FOR OTHER SERVICES
822,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05001,,INTERSTATE BRANCH/MERGER FILINGS
890,02,RIGHTS AND PRIVILEGES,02527,,SEABOARD PARKING
1011,02,RIGHTS AND PRIVILEGES,02536,,HONOR CAMPING
1245,02,RIGHTS AND PRIVILEGES,02545,,SEWAGE SLUDGE LAND APPLICATION FEE
1253,02,RIGHTS AND PRIVILEGES,02606,,ANALYSIS OF BOTTLE CONTENT FEES
17,19,FEDERAL GRANTS AND CONTRACTS,19000,,OTHER ASSIST - US DEPT OF STATE
25,20,FEDERAL GRANTS AND CONTRACTS,20001,,BOATING SAFETY
33,20,FEDERAL GRANTS AND CONTRACTS,20217,,MOTOR CARRIER SAFETY
101,20,FEDERAL GRANTS AND CONTRACTS,20509,,FORMULA GRANTS FOR OTHER THAN URBANIZED AREAS
112,20,FEDERAL GRANTS AND CONTRACTS,20602,,OCCUPANT PROTECTION
148,21,FEDERAL GRANTS AND CONTRACTS,21000,,OTHER ASSIST - DEPT OF TREASURY
184,39,FEDERAL GRANTS AND CONTRACTS,39011,,ELECTION REFORM PAYMENTS
226,45,FEDERAL GRANTS AND CONTRACTS,45024,,PROMOTION OF THE ARTS-GRANTS TO ORGANIZATION&INDIV
305,45,FEDERAL GRANTS AND CONTRACTS,45163,,PROMOTION OF THE HUMANITIES-SEMINARS&INSTITUTES
384,47,FEDERAL GRANTS AND CONTRACTS,47041,,ENGINEERING GRANTS
424,47,FEDERAL GRANTS AND CONTRACTS,47075,,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES"
483,59,FEDERAL GRANTS AND CONTRACTS,59009,,PROCUREMENT ASSISTANCE TO SMALL BUSINESSES
525,64,FEDERAL GRANTS AND CONTRACTS,64016,,VETERANS STATE HOSPITAL CARE
702,06,INSTITUTIONAL REVENUE,06112,,OTHER EDU-RESIDENTIAL FAC-RENTAL OF QUARTERS
761,06,INSTITUTIONAL REVENUE,06161,,OUTSTANDING FACULTY RECOGNITION PROGRAM
772,06,INSTITUTIONAL REVENUE,06249,,MEDICAL HOSP HOSPITAL SERVICES MEDICAID BENEFICIAR
851,06,INSTITUTIONAL REVENUE,06425,,"MENTAL HOSPITALS, SALE OF UTILITY SERVICES"
961,06,INSTITUTIONAL REVENUE,06448,,MH & MR MEDICARE MEDICAL INSURANCE (PART B)
67,02,RIGHTS AND PRIVILEGES,02124,,MOTORCYCLE RIDER SAFETY TRAINING FEES
159,02,RIGHTS AND PRIVILEGES,02132,,OUTDOOR ADVERTISERS & ADVERTISING DEVICES PERMITS
256,02,RIGHTS AND PRIVILEGES,02140,,VA IND BLDG UNIT & MOBILE HOME SAFETY REG FEES
289,02,RIGHTS AND PRIVILEGES,02148,,WEIGHTS AND MEASURES TECHNICIAN CERTIFICATION FEE
338,02,RIGHTS AND PRIVILEGES,02156,,OIL & GAS WELLS OPERATION PERMITS
405,02,RIGHTS AND PRIVILEGES,02164,,"GAME, FISH & OTHER PERMITS"
445,02,RIGHTS AND PRIVILEGES,02172,,HAULING PERMIT FEES
484,02,RIGHTS AND PRIVILEGES,02180,,VA HEALTH SPA REGISTRATION FEES
523,02,RIGHTS AND PRIVILEGES,02188,,VA HEALTH SPA REGISTRATION FEES
601,02,RIGHTS AND PRIVILEGES,02204,,REGISTRATION LIME BRAND
612,02,RIGHTS AND PRIVILEGES,02212,,REGISTRATION OF ANIMAL REMEDY
648,02,RIGHTS AND PRIVILEGES,02220,,EMS - TRAUMA DESIGNATION FEE
700,02,RIGHTS AND PRIVILEGES,02228,,CAMPGROUND-ENVIRONMENTAL HEALTH PLAN REVIEW FEE
811,93,FEDERAL GRANTS AND CONTRACTS,93929,,CENTER FOR MEDICAL REHABILITATION RESEARCH
868,93,FEDERAL GRANTS AND CONTRACTS,93952,,RURAL EMS/TRAUMA CARE
927,93,FEDERAL GRANTS AND CONTRACTS,93982,,MENTAL HEALTH DISASTER ASST & EMERGCY MENTAL HTH
935,93,FEDERAL GRANTS AND CONTRACTS,93996,,BIOTERRORISM TRAINING AND CURRICULUM DEVELOPMENT
61,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05005,,ASSESSMENTS FOR STATE MILK COMMISSION
72,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05013,,REINSURANCE INTERMEDIARY MANAGERS FEE
120,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05021,,TRUST SUBSIDIARY INVESTIGATION FEES
265,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05029,,NEW S & L INVESTIGATION FEES
301,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05037,,CREDIT UNION ASSESSMENT FEES
318,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05045,,CONSUMER FINANCE RELOCATION
388,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05053,,MANAGED CARE HEALTH INSURANCE PLAN ASSESSMENT
461,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05061,,INVESTMENT ADVISOR-REGISTRATION FEE
